sentence,label
"Ramjibhai Maganlal,Gujarat Law Reporter",Precedent
"1966),the Gujarat High Court after dealing with the Gujarat Amendment Act (XVIII) of 1965 observed that the Legislature has not intended to equate the ambit of the power with the one exercised in an appeal",Precedent
The authority vested in the High Court under the amendment still remained only in the domain of the jurisdiction and power of revision and no further,Ratio of the decision
"The amending provision,therefore,only related to procedure and not to any rights of the parties",Ratio of the decision
This Court in the case of Bhai Chand Ratanshi v,Precedent
"Laxmishanker Tribhavan,[1982] 1 Rent Control Journal 2421981",Precedent
"Indlaw SC 244 observed that where lower courts applied their minds properly in deciding a matter under section 13(2) of the Bombay Rent Act,the High Court could not substitute its own finding for the one reached by the courts below,on a reappraisal of evidence under section 29(2) of the Act as substituted by the Gujarat Act 18 of 1965.This Court reiterated that although the High Court had wider power than that which could be exercised under section 115 of C.P.C.,yet its revisional power could only be exercised for a limited purpose with a view to satisfying itself that the decision was according to law",Precedent
The High Court could not substitute its own finding for the one reached by the courts below on a reappraisal of evidence,Precedent
"In the instant case the basic question is whether keeping in background the partnership deeds referred to hereinbefore and the facts that came to light,was there partnership or not",Ratio of the decision
"Sharing of profits and contributing to losses were not the only elements in a partnership,existence of agency was essential and whether there was a partnership or not is a mixed question of law and fact,depending upon the varying circumstances in different cases",Ratio of the decision
"This view was reiterated by Chief Justice Beaumont,in Chimanram Motilal and another v",Precedent
"Jayantilal Chhaganlal and another,A.I.R.1939 Bombay 410 1939 Indlaw MUM 155.Ramaswami,J.in Mohammed Musa Sahib (dead) and others v",Precedent
"N.K.Mohammed Ghouse Sahib and another,A.I.R.1959",Precedent
Madras 379 1958 Indlaw MAD 820 observed that whether the relation of partnership between two or more persons does or does not exit must depend on the real intention and contract of the parties and not merely on their expressed intention,Precedent
"He also referred to section 4 of the Partnership Act about the principles of partnership namely,(1) there must be agreement entered into by all the persons concerned; (2) the agreement must be to share the profits of a business; and (3) the business must be carried on by all or any of the persons concerned acting for all",Precedent
"In the instant case judged by the aforesaid principles,it is possible to hold that there was a partnership of which the appellant was a partner",Ratio of the decision
"The Court of Small Causes considered these principles,evaluated the evidence and held that there was in fact and in law a partnership",Ratio of the decision
Such a view was not an impossible one or a perverse one,Ratio of the decision
"If that was so,there was nothing that could be clone about such a view,within the ambit and scope of the power of section 29(2) of the Rent Act",Ratio of the decision
We may mention that in Gundalapalli Rangamannar Chetty v,Precedent
